App Number,Tax Professional,Address,"City, State, Zip",Contact,Phone,Email,General Contractor,Address,"City, State, Zip",Contact,Phone,Email,Energy_Consultant,Address,"City, State, Zip",Contact,Phone,Email,Investor,Address,"City, State, Zip",Contact,Phone,Email,Analyst,Address,"City, State, Zip",Contact,Phone,Email,Appraiser,Address,"City, State, Zip",Contact,Phone,Email,Consultant,Address,"City, State, Zip",Contact,Phone,Email
CA-24-484,Law Offices of Gubb & Barshay,"505 14th Street, Suite 450","Oakland, CA 94612",Lauren Fechter ,(415) 781-6600,lfechter@gubbandbarshay.com,TBD,,,,,,N/A,,,,,,TBD,,,,,,Raney Planning & Management ,"1501 Sports Drive, Suite A","Sacramento, CA 95834",Stefanie William ,(916) 372-6100,swilliams@laurinassociates.com,James G. Palmer ,"1285 W. Shaw Ave, Suite 108","Fresno, CA 93711",Joshua Palmer ,(559) 226-5020,gregg@jgpinc.com,N/A,,,,,
CA-24-485,Gubbs and Barshay LLP,"235 Montgomery Street, Suite 1110","San Francisco, CA 94104",Kristin Proctor,415 781 6600,kproctor@gubbandbarshay.com,,,,,,,National Community Renaissance,9692 Haven Avenue Suite 100,"Rancho Cucamonga, CA 91730",Tim Kohut,310-869-9706,tkohut@nationalcore.org ,TBD,,,,,,Novogradac & Company LLP,"6700 Antioch Road, Suite 450","Merriam, Kansas 66204",Rebecca Arthur ,913 677 4600,rebecca.arthur@novoco.com,Stringer Appraisal,1655 Ashland Avenue,"Santa Monica, CA 90405",Thomas D. Stringer,310-701-9895,tdstringer@aol.com ,,,,,,
CA-24-486,Leavitt Christensen & Co. PLLC,6149 N Meeker Pl #250,"Boise, ID 83713",Ryan Leavitt,2082875353,ryan@leavittchristensen.com,Danco Builders Northwest,5251 Ericson Way,"Arcata, CA 95521",Chris Dart,707-825-1531,cdart@danco-group.com,Redwood Energy,1887 Q Street,"Arcata, CA 95521",Sean Armstrong,7078221857,sarmstrongpm@gmail.com,Boston Financial ,"8335 Sunset Blvd, Ste 203 ","West Hollywood, CA 90069",Roy Faerber ,3108604550,Roy.Faerber@bfim.com,Laurin Associates,1501 Sports Drive,"Sacramento, CA 96834",Stefanie Williams,9163726100,swilliams@laurinassociates.com,,,,,,,,,,,,
CA-24-487,"Bowman & Company, LLP","1011 Trinity Parkway, Suite 310","Stockton, Ca 95219",Tara Eastwood,209-473-1040,teastwood@cpabowman.com,NP Construction Company,"9 Cushing, Suite 200","Irvine, CA 92618",Roger Silva,949-923-7803,rsilva@newportpartners.com,Redwood Energy,1090 12th Street,"Arcata, CA 95521",Michael Winkler,707 822 1857,mlwinkle@yahoo.com,W&D Affordable Equity,26050 Mureau Road,"Calabasas, CA. 91302",Reider Steiner,818-449-5804,Rsteiner@walkerdunlop.com,Laurin Associates,1501 Sports Drive,"Sacramento, CA 95834",Stefanie Williams,916-372-6100,swilliams@laurinassociates.com,N/A,,,,,,N/A,,,,,
CA-24-488,"Bowman & Company, LLP","10100 Trinity Parkway, Suite 310","Stockton, CA 95219",Tara Eastwood,(209) 473-1040,,NP Construction Company,"9 Cushing, Suite 200","Irvine, CA 92618",Roger Silva,(949) 923-7803,Rsilva@newportpartners.com,Redwood Energy,1090 12th Street,"Arcata, CA 95521",Michael Winkler,707 822 1857,mlwinkle@yahoo.com,Walker & Dunlop Affordable Equity,"21600 Oxnard St., Suite 1200","Woodland Hills, CA 91367",Aaron Krasnow,(303) 946-2604,akrasnow@walkerdunlop.com,Laurin Associates,1501 Sports Drive,"Sacramento, CA 95834",Stefanie Williams,(916) 372-6100,swilliams@laurinassociates.com,"Kinetic Valuation Group, Inc.","3901 147th Street, Suite 144","Omaha, Nebraska",Jay Wortmann,(402) 202 0771,Jay@kvgteam.com,N/A,,,,,
CA-24-489,Bocarsly Emden Cowan Esmail & Arndt LLP,"633 West Fifth Street, Suite 5880","Los Angeles, CA 90071",Eugene Cowan,213-239-8029,ecowan@bocarsly.com,James E. Roberts-Obayashi Corp.,20 Oak Court,"Danville, CA 94526",Scott Smith,925-272-0928,Scott@jerocorp.com,Beyond Efficiency,"320 E Broadway, Suite 2C","Jackson, WY 83001",Jennifer Love,415-236-1333,jen@beyondefficiency.us,TBD,,,,,,Laurin Associates ,"1501 Sports Drive, Suite A","Sacramento, CA 95834",Stefanie Williams,916-372-6100,swilliams@laurinassociates.com,"Thomas E. Dum Real Estate Appraiers, Inc.","875 Island Drive, #351","Alameda, CA 94502",Ed Dum,510-526-0356,edumre@yahoo.com,,,,,,
CA-24-490,Gubb & Barshay LLP,"235 Montgomery Street, Ste 1100","San Francisco, CA",Evan Gross,415-781-6600,egross@gubbandbarshay.com,Cahill Contractors,"425 California Street, Ste 2200","San Francisco, CA 94104",Casey Kasten,415-497-5484,ckasten@cahill-sf.com,Bright Green Strategies,820 Delaware Street,"Berkeley, CA 94710",Sharon Block,510-863-1109,sharon@brightgreenstrategies.com,TBD,,,,,,The Concord Group,"251 Kearny Street, 6th Floor","San Francisco, CA 94108",Tim Cornwell,415-397-5490,tmc@theconcordgroup.com,Valbridge Property Advisors,"3160 Crow Canyon Place, Ste 245","San Ramon, CA 94583",Garrett Warren ,925-327-1660,gwarren@valbridge.com,N/A,,,,,
CA-24-491,Gubb & Barshay LLP,"235 Montgomery St, Suite 1110","San Francisco, CA 94104",Evan Gross,4157816600,egross@gubbandbarshay.com,Nibbi Brothers General Contractors,"1000 Broadway, Ste 268","Oakland, CA 94607",Robert Nibbi,4158631820,bobn@nibbi.com,Bright Green Strategies ,820 Delaware St,"Berkeley, CA 94710",Sharon Block ,5108631109,sharon@brightgreenstrategies.com,To Be Determined,,,,,,The Concord Group,"251 Kearny Stret, Sixth Floor","San Francisco, CA 94108",Tim Cornwell,4153975490,tmc@theconcordgroup.com,Valbridge Property Advisors,3160 Crow Canyon Pl Suite 245,"San Ramon, CA 94583",Garrett Warren,(925) 327-1660,gwarren@valbridge.com,N/A,,,,,
CA-24-492,Novogradac and Company LLP,1160 Battery Street. 4th Floor,"San Francisco, CA 94111",Mike Morrison,(415) 356-8000,mike.morrison@novoco.com,"ROEM Builders, Inc.",1650 Lafayette Street,"Sanat Clara, CA 95050",Stephen Emami,408-834-2630,semami@roemcorp.com,Bright Green Strategies,"1717 Seabright Ave, Suite 4","Sanata Cruz, CA 95062",Steve Davis,831-454-9956,Steve@brightgreenstrategies.com,R4 Capital LLC,895 Dove Street,Newport Beach,Cory Bannister,949-438-1056,cbannister@r4cap.com,"Kinetic Valuation Group, Inc.",PO Box 68,"Corona Del Mar, California",Jay Wortmann,(402) 202-0771,jay@KVGteam.com,"Kinetic Valuation Group, Inc.",PO Box 68,"Corona Del Mar, California",Jay Wortmann,(402) 202-0771,jay@KVGteam.com,,,,,,
CA-24-493,"Bowman & Company, LLP",10100 Trinity Parkway #310,"Stockton, CA 95219",Nicole Schubert,209-473-1040,nschubert@cpabowman.com,BLH Construction Co.,1741 Cheatham Avenue,"Bakersfield, CA 93307",Brian Holland,818-974-6672,bholland@blhconstruction.net										,VCA Green,1845 W. Orange Avenue #220,"Orange, CA 92868",Robyn Vettraino,714-363-4700,rvettraino@vca-green.com,Walker & Dunlop,26050 Mureau Road #200,"Calabasas, CA 91302",Aaron Krasnow,303-946-2604,akrasnow@walkerdunlop.com,"Novogradac & Company, LLP","6700 Antioch Road, Suite 450","Merriam, KS 66204",Rebecca S. Arthur,913-312-4615,rebecca.arthur@novoco.com,N/A,,,,,,N/A,,,,,
CA-24-494,,,,,,,James E. Roberts-Obayashi Corp.,20 Oak Court,"Danville, CA 94526","Scott Smith, President & CEO",925.820.0600,scott@jerocorp.com,"Bright Green Strategies, Inc.",820 Delaware Street,"Berkeley, CA 94710","Sharon Block, Leed AP Homes",510.863.1109,sharon@brightgreenstrategies.com,Boston Financial,8335 Sunset Blvd. Ste. 203,"West Hollywood, CA 90069",Roy Faerber,310-860-4553,roy.faerber@bfim.com,Novogradac,"10800 NE 8th Street, Suite 300","Bellevue, WA 98004",Rebecca Arthur,913-312-4615,Rebecca.Arthur@novoco.com,"CBRE, Inc. ","415 Mission Street, 46th Floor ","San Francisco, CA, 94105",Bill Hersler,415-517-8550,bill.hersler@cbre.com,,,,,,
CA-24-495,Gubb & Barshay LLP,"505 14th St, Ste 450","Oakland, CA 94612",Nicole Kline,310-482-0810,nkline@gubbandbarshay.com,Icon National,15721 N Greenway Hayden Lp #2,"Scottsdale, AZ 85260",Tood Richardson,310-502-2231,trichardson@iconnational.com,So Cal HERS Raters,2840 Fletcher Pkwy #213,"El Cajon, CA 92020",Kevin Rasmussen,619-251-7982,kvnras@gmail.com,TBD,,,,,,Laurin Associates,"1501 Sports Dr, Ste A","Sacramento, CA 95834",Stephanie Williams,916-372-6100,swilliams@laurinassociates.com,James G Palmer Appraisals Inc,"1285 W Chaw, Ste 108","Fresno, CA 93711",Gregg J Palmer,559-226-5020,gregg@jpginc.com,Lane Consulting Services,4136 Del Rey Ave,"Marina Del Rey, CA 92092",Rod Lane,1-844-855-2270,info@laneconsultingservices.com
CA-24-496,Gubb & Barhsay LLP,"505 14th St, Ste 450","Oakland, CA 94612",Nicole Kline,310-482-0810,nkline@gubbandbarshay.com,Integrated Construction Group,41583 Winchester Rd,"Suite 200, PMB #424",Michael Coats,951-553-1085,michael@icgincorporated.com,SoCal HERS Raters,2840 Fletcher Pkway #213,"El Cajon, Ca 92020",Kevin Rasmussen,619-251-7982,kvnras@gmail.com,TBD,,,,,,CBRE,400 S Hope St Ste 2500,"Los Angeles, Ca 90071",Michael Thiel,213-613-3355,michael.thiel@cbre.com,CBRE,400 S Hope St Ste 2500,"Los Angeles, Ca 90071",Michael Thiel,213-613-3355,michael.thiel@cbre.com,N/A,,,,,
CA-24-497,Novogradac Consulting LLP,1160 Battery Street East Building,"San Francisco, CA, 94111",Rachel B. Denton,9133124612,rachel.denton@novoco.com,C&S Companies,"2355 Northside Drive, Suite 350","San Diego, CA 92108",Cory Hazlewood,6192969373,chazlewood@cscos.com,,,,,,,Richman Group,"707 Southwest Washington St, Suite 1510","Portland, OR 97205",Terry Gentry,800.425.9503,GentryT@richmancapital.com,Novogradac Consulting LLP,1160 Battery Street East Building,"San Francisco, CA, 94111",Rachel B. Denton,9133124612,rachel.denton@novoco.com,Novogradac Consulting LLP,1160 Battery Street East Building,"San Francisco, CA 94111",Rachel B. Denton,9133124612,rachel.denton@novoco.com,,,,,,
CA-24-498,,,,,,,TO BE SELECTED,,,,,,TO BE SELECTED,,,,,,Citi Bank,"300 South Grand Avenue, Suite 3110","Los Angeles, Ca 90071 ",Hao Li ,213-239-1914 ,hao.li@citi.com ,,,,,,,,,,,,,,,,,,
CA-24-499,"Grigg, Bratton & Brash, P.C.","4487 N. Dresden Place, Ste 101","Boise, ID 83714",Marshall Bratton,208.375.6490,marshall@gbbaccounting.com,"Pacific West Builders, Inc.","430 E. State Street, Suite 100","Eagle, ID 83616",Caleb Roope,208.461.0022,calebr@tpchousing.com,Redwood Energy,1887 Q Street,"Arcata, CA 95521",Sean Armstrong,707.826.1450,seanarmstrongpm@gmail.com,Boston Financial,"101 Arch Street, 13th Floor","Boston, MA 02110",Laura Surdel,617.439.3911,laura.surdel@bfim.com,Kinetic Valuation Group,"3901 S 147th Street, Suite 144","Omaha, NE 68144",Jay Wortmann,402.202.0771,jay@kvgteam.com,Valbridge Property Advisors,"3160 Crow Canyon Place, Ste 245","San Ramon, CA 94583",Josh Fronen,925.327.1660,jfronen@valbridge.com,Not Applicable,,,,,
CA-24-500,TBD,,,,,,Bernard's,555 First Street,"San Fernando, CA 91340",James Lim Lee,818-356-6081,jlee@bernards.com,Partner Energy,"680 Knox St., Ste 150","Los Angeles, CA 90502",Tushar Dutta,310-765-7287,tdutta@ptrenergy.com,"CREA, LLC",12396 World Trade Dr. Suite 307,"San Diego, CA 92128",Matt Marienthal,858-386-5198,mmarienthal@creallc.com,Novogradac,"4449 Easton Way, 2nd Floor","Columbus, OH 43219",K. David Adamescu,740-618-6302,david.adamescu@novoco.com,"The Bronstein Company, Inc","275 E. Hillcrest Drive, Suite 160-126","Thousand Oaks, CA 91360","Cary R. Bronstein, MAI",818-601-0776,cary@tbcappraisal.com,N/A,,,,,
CA-24-501,Gubb & Barshay LLP,"235 Montgomery Street, Suite 111","San Francisco, CA 94104",Erica Williams Orcharton,415-992-3675,ewilliams@gubbandbarshay.com,"Huff Construction Company, Inc.",4917 Stoddard Road,"Modesto, CA, 95356",Larry Nelson,209-545-7505,larry@huffcon.com,Beyond Efficiency,710 Channing Way,"Berkeley, CA 94710",Jennifer Love,415-964-2283,jen@beyondefficiency.us,To be determined,,,,,,Laurin Associates,1501 Sports Drive,"Sacramento, CA 95834",Stefanie Williams,916-372-6100,swilliams@laurinassociates.com,"Thomas E. Dum Real Estate Appraisers, Inc.",875 Island Drive #351,"Alameda, CA, 94502",Thomas E. Dum,510-526-0356,edumre@yahoo.com,,,,,,
CA-24-502,Novogradac & Company LLP,PO Box 7833,"San Francisco, CA 94120-7833",Melissa Chung,415-356-7906,melissa.chung@novoco.com,Ravello West Construction,2007 Cedar Avenue,"Manhattan Beach, CA 90266",Phil Ram,310-979-3210,pram@ravelloholdings.com,,,,,,,WNC,17782 Sky Park Circle,"Irvine, California 92614-6404",Jesscia Captanis,949-439-2616,Jcaptanis@wncinc.com,Novogradac & Company LLP,"6700 Antioch Road, Suite 450","Merriam, KS 66204",Rebecca Arthur,913-677-4600,rebecca.arthur@novoco.com,"BBG, Inc.","3070 Bristol Street, Suite 615","Costa Mesa, CA 92626","Steve Crooks, MAI",714-415-4750,scrooks@bbgres.com,,,,,,
CA-24-503,"Bowman & Company, LLP",10100 Trinity Parkway #310,"Stockton, CA 95219",Nicole Schubert,209-473-1040,nschubert@cpabowman.com,BLH Construction Co.,1741 Cheatham Avenue,"Bakersfield, CA 93307",Brian Holland,818-974-6672,bholland@blhconstruction.net										,VCA Green,1845 W. Orange Avenue #220,"Orange, CA 92868",Robyn Vettraino,714-363-4700,rvettraino@vca-green.com,Walker & Dunlop,26050 Mureau Road #200,"Calabasas, CA 91302",Aaron Krasnow,303-946-2604,akrasnow@walkerdunlop.com,"Novogradac & Company, LLP","6700 Antioch Road, Suite 450","Merriam, KS 66204",Rebecca S. Arthur,913-312-4615,rebecca.arthur@novoco.com,N/A,,,,,,N/A,,,,,
CA-24-504,Gubb & Barshay,"235 Montgomery St, Ste 1110","San Francisco, CA 94104",Nicole Kline,415-781-6600,nkline@gubbandbarshay.com,Sunseri Construction,48 Comanche Court,"Chico, CA 95928",Donny Lieberman,530-891-6444,dl@sunsericonstruction.com,E3 CA Inc,"2701 Cottage Way, Suite 3","Sacramento, CA 95825",David Houseworth,916-520-0833,dhouseworth@E3CAinc.com,Enterprise Housing Credit Investments,"11000 Broken Land Pkwy, Suite 700","Columbia, MD 21044",Claire Parisa,415.395.9466,cparisa@enterprisecommunity.com,Laurin Associates,"1501 Sports Drive, Suite A","Sacramento, CA 95834",Stefanie Williams,916-372-6100,swilliams@laurinassociates.com,,,,,,,,,,,,
CA-24-505,Novogradac & Company LLP,"211 E Ocean Blvd, 6th Floor","Long Beach, CA 90802","Justin Chubb Lurya, CPA",562-256-2337,justin.chubblurya@novoco.com,Cahill Contractors Inc,2001 Gateway Place Suite 270W,"San Jose, CA 95110",Matt Dennig,510-250-8506,mdennig@cahill-sf.com,"Bright Green Strategies, Inc",820 Delaware St,"Berkely, CA 94710",Steve Davis,510-863-1109,steve@brightgreenstrategies.com,R4 Capital,"895 Dove Street, Suite 450","Newpoer Beach, CA",Paul Neal,949-438-1054,pneal@r4cap.com,Laurin Associates,1501 Sports Drive Suite A,"Sacramento, CA 95834",Stefanie Williams,916-372-6100,swilliams@laurinassociates.com,Valbridge Property Advisors,"3160 Crow Canyon Place, Suite 245","San Ramon, CA 94583",Jeremy Bargy,925-475-8516,jbargy@valbridge.com,,,,,,
CA-24-506,Sabelhaus & Strain PC,"1724 10th Street, Suite 110","Sacramento,  CA 95811",Stephen Strain,9164440286,sstrain@sabelhauslaw.com,,,,,,,Melas Energy Engineering,547 Uren Street,"Nevada City, CA 95959",Chris Miller,530-265-2492,chris@melasenergy.com,Red Stone Equity,"401 West A Street, Suite 1830","San Diego, CA 92101",Matt Grosz,8587522066,matt.grosz@redstoneequity.com,Raney Planning Management,1501 Sports Drive ,"Sacramento, CA 95834",Stefanie Williams,916 372-6100,swilliams@laurinassociated.com,Tucker Appraisal Valuation Service,40981 Lacroix Avenue,"Murrieta, CA 92562",Noble Tucker,951  719-6652,tuckernoble@yahoo.com,,,,,,
CA-24-507,Novogradac and Company LLP,"2033 N. Main Street, Suite 400","Walnut Creek, CA 94596",Sun-Ae Woo,925.949.4223,sun-ae.woo@novoco.com,TBD,,,,,,Redwood Energy,1887 Q Street,"Arcata, CA 95521",Sean Armstrong,702-826-1450,seanarmstrongpm@gmail.com,Boston Financial ,"225 Franklin Street, 28th Floor","Boston , MA 02110",Laura Surdel ,774-567-5693,laura.surdel@bfim.com,Kinetic Valuation Group,"3901 S 147th St, Suite 144","Omaha, NE 68144",Jay Wortmann,402-202-0771,Jay@kvgteam.com,Integra Realy Resources,"555 Meridian Avenue, Suite C","San Jose, CA 95126",Jeffrey Fillmore,408-299-0444					,jfillmore@irr.com ,N/A,,,,,
CA-24-508,CohnReznick,1 S. Wacker Dr. Suite 3550,"Chicago, IL 60606",Jeff Dowd,3125085444,jeff.dowd@cohnreznick.com,Ten South Construction LLC,445 Central Ave. Suite 200,"Highland Park, IL 60035",Scott I. Canel,(312)580-0085,,,,,,,,National Equity Fund,"10 S. Riverside Plaza, Suite 1700","Chicago, IL 60606",Rachel Rhodes,(312)971-2867,rrhodes@nefinc.org,The Gregory Group,"101 Parkshore Drive, Suite 100","Folsom, CA 95630",Greg Paquin,(916)983-3524,gpaq@thegregorygroup.com,,,,,,,,,,,,
CA-24-509,Novogradac & Co LLP,"2033 N Main St, Suite 400","Walnut Creek, CA, 94597",Jim Kroger,925-949-4222,jim.kroger@novoco.com,Swinerton,260 Townsend St #1719,"San Francisco, CA 94107",Patrick Otellini,415.694.1074,potellini@swinerton.com,Bright Green Strategies,"1717 Seabright Ave, Suite 4","Santa Cruz, CA, 95062",Pete Kennedy,831-454-9956,pete@brightgreenstrategies.com,CREA LLC,"12396 World Trade Dr, Suite 307","San Diego, CA 92128",Richard Shea,858-386-5198,rshea@creallc.com,Novogradac & Co LLP,"2033 N Main St, Suite 400","Walnut Creek, CA, 94597",David Adamescu,740-618-6302,David.Adamescu@novoco.com,Novogradac & Co LLP,"2033 N Main St, Suite 400","Walnut Creek, CA, 94597",Jim Kroger,925-949-4222,David.Adamescu@novoco.com,Not applicable,,,,,
CA-24-510,Gubb and Barshay,"235 Montgomery Street, Suite 1110","San Francisco, CA 94104",Evan Gross,415-781-6600,egross@gubbandbarshay.com,Brown Construction,1465 Enterprise Boulevard,"West Sacramento, CA 95691",Collin Nichols,916-502-3280,cnichols@brown-construction.com,Melas Energy Engineering,547 Uren Street,"Nevada City, CA 95959",Chris Miller,630-265-2492,chris@melasenergy.com,To Be Selected,,,,,,Laurin Associates,"1501 Sports Drive, Suite A","Sacramento, CA 95834",Stefanie Williams,916-372-6100,swilliams@laurinassociates.com,"Bender Rosenthal, Inc.","2825 Watt Avenue, Suite 200","Sacramento, California 95821",Adam Bursch,916-978-4900,a.bursch@benderrosenthal.com,N/A,,,,,
CA-24-511,Novogradac & Company LLP,"211 E Ocean Boulevard, 6th Foor","Long Beach, CA 90802","Justin Chubb Lurya, CPA",5622562337,justin.chubblurya@novoco.com,,,,,,,Partner Energy,"680 Knox Street, Suite 150","Los Angeles, CA 90502","Vinh Ngo, PE",3102206171,vngo@ptrenergy.com,R4 Capital,"985 Dove Street, Suite 450","Newport Beach, CA 92660",Paul Neal,9494381054,pneal@r4cap.com,M.E. Shay & Co.,"1724 10th Street, Suite 110","Sacramento, CA 95811",Mary Ellen Shay,9164440288,meshayco@gmail.com,"James G. Palmer Appraisals, Inc.","1285 W. Shaw Avenue, Suite 108","Fresno, Ca 93711",Gregg Palmer,5592265020,gregg@jpginc.com,,,,,,
CA-24-512,Cohn Reznick,1301 6th Avenue,"New York, NY, 10019",Andrew Smith,(404)250-4112,Andrew.Smith@cohnreznick.com,"Multi-Family Builders, Inc.","100 Pacifica, Suite 203",Irvine CA 92618,Danavon Horn,(949)878-9367,dhorn@palmcommunities.com,Gilleran Energy Management Inc,750A Davis Street,"Santa Rosa, CA 95401",Kevin Gilleran,707-528-7318,kevin@gilleranenergy.com,Boston Financial,8335 Sunset Blvd Ste 203,"West Hollywood, CA 90069",Roy Faerber,(310) 860-4550,www.bfim.com,Raney Planning ,"1501 Sports Drive, Suite A","Sacramento, CA, 95834",Stefanie Williams,(916) 372-6100,swilliams@laurinassociates.com,CBRE,"5780 Fleet Street, Suite 100","San Diego, CA 92008",Mark S. Anderson,(760) 438-8527,mark.anderson@cbre.com,,,,,,
CA-24-513,Novogradac Consulting LLP,1160 Battery Street East Building,"San Francisco, CA, 94111",Rachel B. Denton,9133124612,rachel.denton@novoco.com,C&S Companies,"2355 Northside Drive, Suite 350","San Diego, CA 92108",Cory Hazlewood,6192969373,chazlewood@cscos.com,,,,,,,Richman Group,"707 Southwest Washington St, Suite 1510","Portland, OR 97205",Terry Gentry,800.425.9503,GentryT@richmancapital.com,Novogradac Consulting LLP,1160 Battery Street East Building,"San Francisco, CA, 94111",Rachel B. Denton,9133124612,rachel.denton@novoco.com,Novogradac Consulting LLP,1160 Battery Street East Building,"San Francisco, CA 94111",Rachel B. Denton,9133124612,rachel.denton@novoco.com,,,,,,
CA-24-514,"Grigg, Bratton & Brash, P.C.","4487 N. Dresden Place, Ste. 101","Boise, ID 83714",Marshall Bratton,208.375.6490,marshall@gbbaccounting.com,Sinanian Development,18980 Ventura Blvd #200,"Tarzana, CA 91356",Darryl Embrey,8189669666,darryl.embrey@sinanian.com,Partner Energy,"680 Knox Street, Suite 150","Los Angeles, CA 90502",Molly Coon,774.567.5693,mcoon@ptrenergy.com,Boston Financial Investment Management,101 Arch Street,"Boston, MA 02110",Laura Surdel,774.567.5693,laura.surdel@bfim.com,Kinetic Valuation Group,"3901 S 147th Street, Suite 144","Omaha, NE 68144",Jay Wortmann,402.202.0711,jay@kvgteam.com,Not Applicable,,,,,,Not Applicable,,,,,
CA-24-515,Novogradac ,"1300 114th Ave SE, Suite 240","Belevue, WA 98004",Thomas Stagg,425 453 5783,thomas.stagg@novoco.com,West Builders Inc.,120 Railroad Ave,"Point Richmond, CA 94810",Michael Beckler,510 774 9157,mbeckler@westbuilders.net,Partner Energy,"680 Knox St, Suite 150","Los Angeles, CA 90502",Kelsey Shaw,310 356 2199,kshaw@ptrenergy.com,Boston Financial Investment Mgmt,"8721 Sunset Blvd, PH 1","Los Angeles, CA 90069",Roy Faerber,310 435 2743,roy.faerber@bfim.com,Novogradac,"211 East Ocean Blvd, Suite 600","Long Beach, CA 90802",Rebecca Arthur,913 312 4615,rebecca.arthur@novoco.com,CBRE,"400 S Hope Street, 25th Floor","Los Angeles, CA 90071",Andrew Power,213 613 3711,andrew.power@cbre.com,AEI Consultants,"2420 W 26th Ave, Suite 400D","Denver, CO 80211",Joseph Novotny,720-289-9952,jnovotny@aeiconsultants.com
CA-24-516,Novogradac ,"1300 114th Ave SE, Suite 240","Belevue, WA 98004",Thomas Stagg,425 453 5783,thomas.stagg@novoco.com,West Builders Inc.,120 Railroad Ave,"Point Richmond, CA 94810",Michael Beckler,510 774 9157,mbeckler@westbuilders.net,Partner Energy,"680 Knox St, Suite 150","Los Angeles, CA 90502",Kelsey Shaw,310 356 2199,kshaw@ptrenergy.com,Boston Financial Investment Mgmt,"8721 Sunset Blvd, PH 1","Los Angeles, CA 90069",Roy Faerber,310 435 2743,roy.faerver@bfim.com,Novogradac,"211 East Ocean Blvd, Suite 600","Long Beach, CA 90802",Rebecca Arthur,913 312 4615,rebecca.arthur@novoco.com,CBRE,"400 S Hope Street, 25th Floor","Los Angeles, CA 90071",Andrew Power,213 613 3711,andrew.power@cbre.com,AEI Consultants,"2420 W 26th Ave, Suite 400D","Denver, CO 80211",Joseph Novotny,720-289-9952,jnovotny@aeiconsultants.com
CA-24-517,Novogradac & Company LLP,P O Box 7833,"San Francisco, CA  94120-7833",Jeff Nishita,(415) 356-8081,jeff.nishita@novoco.com,Core Builders,470 South Market Street,"San Jose, CA  95113",Chrissie Davis,(408) 292-7928,cdavis@corebuildersgc.com,,,,,,,"Enterprise Housing Credit Investments, LLC","70 Corporate – 11000 Broken Land Pkwy, Ste. 700","Columbia, MD 21044",Philip Porter,410-772-2594,pporter@enterprisecommunity.com,Novogradac & Company LLP,4849 Greenville Avenue,"Dallas, TX 75206",Rebecca Arthur,469-329-5215,Rebecca.Arthur@novoco.com,,,,,,,,,,,,
CA-24-518,Novogradac Consulting LLP,1160 Battery Street East Building,"San Francisco, CA, 94111",Rachel B. Denton,9133124612,rachel.denton@novoco.com,C&S Companies,"2355 Northside Drive, Suite 350","San Diego, CA 92108",Cory Hazlewood,6192969373,chazlewood@cscos.com,,,,,,,Richman Group,"707 Southwest Washington St, Suite 1510","Portland, OR 97205",Terry Gentry,800.425.9503,dana.mayo@huntcompanies.com,Novogradac Consulting LLP,1160 Battery Street East Building,"San Francisco, CA, 94111",Rachel B. Denton,9133124612,rachel.denton@novoco.com,Novogradac Consulting LLP,1160 Battery Street East Building,"San Francisco, CA 94111",Rachel B. Denton,9133124612,rachel.denton@novoco.com,,,,,,
CA-24-519,"Goldfarb and Lipman, LLP",2260 El Cajon Blvd. No. 922,"San Diego, CA 92104",Amy DeVaudreuil,619-239-6336,adevaudreuil@goldfarblipman.com,McCarthy Companies,721 East Main St Ventura CA 93001,Ventura CA 93001,Joseph Madrid,,Joseph@GoMcCarthy.com,Partner Energy,"2154 Torrance Blvd., Suite 100","Torrance, CA 90501",Greg Switzer,310-220-6199,GSwitzer@ptrenergy.com,TBD,,,,,,"Raney Planning and Management, Inc.","1501 Sports Drive, Suite A","Sacramento, CA 95834",Stefanie Williams,916-372-6100,swilliams@laurinassociates.com,BBG Real Estate Services,"3070 Bristol Street, Suite 615,","Costa Mesa, CA 92626",Mark Haskell,7144150151,mhaskell@bbgres.com,NA,,,,,
CA-24-520,Leavitt Christensen & Co. PLLC,6149 N Meeker Pl #250,"Boise, ID 83713",Ryan Leavitt,2082875353,ryan@leavittchristensen.com,Danco Builders Northwest,5251 Ericson Way,"Arcata, CA 95521",Chris Dart,707-825-1531,cdart@danco-group.com,Redwood Energy,1887 Q Street,"Arcata, CA 95521",Sean Armstrong,7078221857,sarmstrongpm@gmail.com,Boston Financial ,"8335 Sunset Blvd, Ste 203 ","West Hollywood, CA 90069",Roy Faerber ,3108604550,Roy.Faerber@bfim.com,Laurin Associates,1501 Sports Drive,"Sacramento, CA 96834",Stefanie Williams,9163726100,swilliams@laurinassociates.com,,,,,,,,,,,,
CA-24-521,"Propp Christensen Caniglia, LLP",9261 Sierra College Blvd. ,"Roseville, CA 95661",Justin Gierth ,916-751-2900,jgierth@pccpllp.com ,"JEMCOR Construction Partners, Inc.","1700 S. El Camino Real, Suite 400","San Mateo, CA 94402",Jonathan Emami,415-941-5832,jemami@jemcorpartners.com,,,,,,,,,,,,,Kinetic Valuation Group,"11060 Oak Street, Suite 6","Omaha, NE 68144",Brent Griffiths,402-270-4516,brent@kvgteam.com ,,,,,,,,,,,,
